subid,proba,pred
20180609-ST001-MNBCP981854-v05-1-13mo_MR-SE002-T1w,0.41,0.0
NCBCP062519-v05-1-12mo_3_T1w,0.37,0.0
20161121-ST001-Elison_BSLERP_932286_04_02_MR-SE004-T1w_Defaced,0.78,1.0
20180813-ST001-MNBCP240615-v01-1-16mo_MR-SE002-T1w,0.45,0.0
20170613-ST001-Elison_BSLERP_116056_03_01_MR-SE002-T1w_Defaced,0.4,0.0
BCP-439967-42mo-v1_13_T1w,0.96,1.0
20170327-ST001-Elison_BSLERP_277066_03_01_MR-SE003-T1w,0.42,0.0
NCBCP495169-v01-1-37mo_9_T1w,0.43,0.0
20180209-ST001-MNBCP938316-v01-1-2mo_MR-SE003-T1w,0.34,0.0
20151008-ST002-Elison_BSLERP_794626_2_2_MR-SE002-T1w,0.84,1.0
NCBCP418009-v02-1-65mo_8_T1w,0.47,0.0
NCBCP002081-v05-1-13mo-20180907_2_T1w,0.48,0.0
NCBCP146505-v04-1-33mo_2_T1w,0.95,1.0
BSLERP_470431-20170130_2_T1w,0.48,0.0
NCBCP960758-v07-1-23mo_4_T1w,0.39,0.0
20171015-ST001-MNBCP838827-v04-1-13mo_MR-SE002-T1w,0.48,0.0
20181029-ST001-MNBCP439999-v04-2-20mo_MR-SE009-T1w,0.57,1.0
20150723-ST001-Elison_BSLERP_262208_01_01_MR-SE002-T1w_Defaced,0.89,1.0
20181016-ST001-MNBCP629130-v04-1-20mo_MR-SE003-T1w,0.49,0.0
NCBCP758603-v08-2-37mo_4_T1w,0.96,1.0
20170216-ST001-Elison_BSLERP_826398_01_01_MR-SE002-T1w,0.6,1.0
20150910-ST001-Elison_BSLERP_987008_03_02_MR-SE003-T1w,0.58,1.0
20190622-ST001-MNBCP519250-v04-1-34mo_MR-SE002-T1w,0.42,0.0
20170117-ST001-Elison_BSLERP_683099_01_01_MR-SE007-T1w_Defaced,0.7,1.0
20150825-ST001-Elison_BSLERP_987008_03_01_MR-SE003-T1w,0.62,1.0
20170509-ST001-Elison_BSLERP_406768_02_01_MR-SE003-T1w,0.42,0.0
BCP-197622-2wk-v1_7_T1w,0.75,1.0
20171216-ST001-MNBCP981664-v02-1-5mo_MR-SE002-T1w,0.5,0.0
BCP-421109-2wk-v1_2_T1w,0.54,1.0
NCBCP418793-v07-1-32mo_3_T1w,0.42,0.0
20180412-ST001-MNBCP947206-v01-1-9mo_MR-SE002-T1w,0.48,0.0
BCP-189896-14mo-v2_3_T1w,0.52,1.0
NCBCP304436-v01-1-55mo-20181130_3_T1w,0.5,0.0
BCP-862498-42mo-v1_33_T1w,0.6,1.0
20170209-ST001-Elison_BSLERP_334324_06_01_MR-SE003-T1w,0.49,0.0
20160216-ST001-Elison_BSLERP_277762_03_01_MR-SE002-T1w_Defaced,0.46,0.0
NCBCP556851-v01-1-34mo_2_T1w,0.4,0.0
BSLERP_231205-20160919_2_T1w,0.46,0.0
BCP-355327-67mo-v1_8_T1w,0.99,1.0
20181005-ST001-MNBCP706655-v03-1-15mo_MR-SE004-T1w,0.56,1.0
BCP-052977-11mo-v1_2_T1w,0.43,0.0
20180123-ST001-MNBCP372377-v01-1-2mo_MR-SE004-T1w,0.54,1.0
BCP-518139-9mo-v1_2_T1w,0.46,0.0
20190625-ST001-MNBCP477275-v01-1-10mo_MR-SE003-T1w,0.34,0.0
20170108-ST001-Elison_BSLERP_755330_03_01_MR-SE015-T1w,0.48,0.0
20180725-ST001-MNBCP372377-v03-1-8mo_MR-SE002-T1w,0.41,0.0
20170623-ST001-Elison_BSLERP_116845_06_01_MR-SE002-T1w,0.47,0.0
20160328-ST002-Elison_BSLERP_505499_03_01_MR-SE003-T1w_Defaced,0.94,1.0
NCBCP011228-v06-1-24mo_3_T1w,0.65,1.0
20151102-ST001-Elison_BSLERP_138813_02_02_MR-SE002-T1w,0.41,0.0
20160216-ST001-Elison_BSLERP_277762_03_01_MR-SE003-T1w_Defaced,0.52,1.0
20171002-ST001-MNBCP590275-v01-1-15mo_MR-SE003-T1w,0.43,0.0
NCBCP106865-v01-2-39mo_3_T1w,0.72,1.0
20200119-ST001-MNBCP236452-v04-1-18mo_MR-SE002-T1w,0.48,0.0
20170123-ST001-Elison_BSLERP_960370_04_02_MR-SE002-T1w,0.47,0.0
20161121-ST001-Elison_BSLERP_932286_04_02_MR-SE003-T1w,0.87,1.0
20171216-ST001-MNBCP981664-v02-1-5mo_MR-SE003-T1w,0.51,1.0
20170521-ST001-Elison_BSLERP_518969_06_01_MR-SE002-T1w,0.47,0.0
20190119-ST001-MNBCP185373-v02-1-26mo_MR-SE003-T1w,0.41,0.0
20180328-ST001-MNBCP705639-v01-1-9mo_MR-SE005-T1w,0.42,0.0
20180429-ST002-MNBCP601017-v02-1-26mo_MR-SE008-T1w,0.47,0.0
20170608-ST001-Elison_BSLERP_115072_01_01_MR-SE003-T1w,0.4,0.0
20170908-ST001-MNBCP270471_v01_1_4yr_MR-SE003-T1w,0.44,0.0
20151112-ST001-Elison_BSLERP_229768_02_01_MR-SE003-T1w,0.6,1.0
20200127-ST001-MNBCP779253-v03-1-16mo_MR-SE003-T1w,0.48,0.0
20181024-ST001-MNBCP477045-v04-1-19mo_MR-SE006-T1w,0.36,0.0
20160315-ST001-Elison_BSLERP_125632_01_01_MR-SE002-T1w_Defaced,0.42,0.0
NCBCP332726-v01-1-60mo_3_T1w,0.86,1.0
20170221-ST001-Elison_BSLERP_176427_03_01_MR-SE002-T1w,0.45,0.0
BCP-218663-12mo-v2_6_T1w,0.48,0.0
20190723-ST001-MNBCP380056-v02-1-4mo_MR-SE003-T1w,0.46,0.0
20190712-ST001-MNBCP706655-v06-1-24mo_MR-SE006-T1w,0.44,0.0
859613-BSLERP-20170119_2_T1w_Defaced,0.47,0.0
NCBCP395568-v01-1-9mo-20170930_2_T1w,0.5,0.0
20180307-ST001-MNBCP401592-v04-1-15mo_MR-SE002-T1w,0.39,0.0
20180326-ST001-MNBCP284149-v04-1-15mo_MR-SE002-T1w,0.4,0.0
20160315-ST001-Elison_BSLERP_125632_01_01_MR-SE003-T1w_Defaced,0.43,0.0
BSLERP_888211-20150504_3_T1w,0.55,1.0
20150723-ST001-Elison_BSLERP_262208_01_01_MR-SE002-T1w,0.9,1.0
BSLERP_277762-20150902_2_T1w_Defaced,0.47,0.0
20160215-ST001-Elison_BSLERP_505926_03_01_MR-SE007-T1w,0.48,0.0
BCP-132476-9mo-v2_3_T1w,0.5,0.0
20170613-ST001-Elison_BSLERP_116056_03_01_MR-SE002-T1w,0.4,0.0
NCBCP575848-v01-1-37mo-20171011_13_T1w,0.96,1.0
NCBCP223244-v07-1-21mo_3_T1w,0.37,0.0
NCBCP764726-v02-1-26mo_3_T1w,0.54,1.0
NCBCP397725-v02-1-72mo_12_T1w,0.45,0.0
NCBCP841279-v02-1-23mo_2_T1w,0.44,0.0
MNBCP939785-v06-1-24mo-20181105_18_T1w,0.5,0.0
20160519-ST001-Elison_BSLERP_716498_06_01_MR-SE002-T1w,0.44,0.0
NCBCP788132-v01-1-2mo_7_T1w,0.7,1.0
BSLERP_850013-20150811_7_T1w,0.52,1.0
20190811-ST001-MNBCP240615-v03-1-28mo_MR-SE002-T1w,0.47,0.0
NCBCP774387-v01-1-16mo_7_T1w,0.38,0.0
BCP-052977-11mo-v1_3_T1w,0.43,0.0
20180407-ST001-MNBCP204659-v02-1-13mo_MR-SE002-T1w,0.41,0.0
NCBCP051407-v02-1-12mo_3_T1w,0.49,0.0
NCBCP576112-v03-1-36mo-20180925_3_T1w,0.45,0.0
20170509-ST001-Elison_BSLERP_406768_02_01_MR-SE004-T1w,0.34,0.0
20170929-ST001-MNBCP116056-v04-1-12mo_MR-SE003-T1w,0.4,0.0
BSLERP_243511-20151217_2_T1w_Defaced,0.47,0.0
20170108-ST001-Elison_BSLERP_755330_03_01_MR-SE005-T1w,0.77,1.0
NCBCP510127-v01-1-18mo-20181120_4_T1w,0.47,0.0
NCBCP946858-v01-1-19mo_2_T1w,0.46,0.0
20151015-ST001-Elison_BSLERP_447077_01_01_MR-SE002-T1w,0.47,0.0
NCBCP793775-v02-1-3mo-20181109_3_T1w,0.39,0.0
BCP-530066-10mo-v1_4_T1w,0.38,0.0
932286-BSLERP-20160226_16_T1w_Defaced,0.36,0.0
MNBCP945323-v01-1-18mo-20181115_3_T1w,0.83,1.0
20170531-ST001-Elison_BSLERP_302746_01_01_MR-SE003-T1w,0.78,1.0
20170401-ST001-Elison_BSLERP_505499_06_1_MR-SE003-T1w,0.46,0.0
20160517-ST001-Elison_BSLERP_320544_03_02_MR-SE007-T1w,0.49,0.0
20160105-ST001-Elison_BSLERP_116845_02_01_MR-SE003-T1w_Defaced,0.47,0.0
760812-BSLERP-20150924_2_T1w,0.41,0.0
NCBCP509669-v01-1-42mo_13_T1w,0.82,1.0
20170410-ST001-Elison_BSLERP_469900_01_01_MR-SE003-T1w,0.89,1.0
20190828-ST002-MNBCP568614-v01-1-37mo_MR-SE003-T1w,0.97,1.0
BCP-488291-15mo-v1_2_T1w,0.43,0.0
BSLERP_223008-20150428_3_T1w,0.53,1.0
20151105-ST001-Elison_BSLERP_334324_03_01_MR-SE003-T1w_Defaced,0.57,1.0
NCBCP418793-v01-1-9mo_6_T1w,0.43,0.0
BCP-388560-2mo-v1_3_T1w_Defaced,0.5,0.0
20190828-ST002-MNBCP568614-v01-1-37mo_MR-SE011-T1w,0.94,1.0
BCP456907-3mo-v1-retry_3_T1w,0.46,0.0
NCBCP470794-v01-1-42mo_5_T1w,0.75,1.0
20170420-ST001-Elison_BSLERP_878949_01_01_MR-SE013-T1w,0.55,1.0
NCBCP777598-v02-1-25mo_2_T1w,0.5,0.0
NCBCP146505-v01-1-15mo_3_T1w,0.47,0.0
NCBCP713347-v04-1-11mo_2_T1w,0.36,0.0
NCBCP607764-v04-1-33mo-20181204_2_T1w,0.45,0.0
20191015-ST001-MNBCP458050-v05-1-19mo_MR-SE002-T1w,0.51,1.0
BSLERP_850013-20150811_4_T1w,0.64,1.0
20180723-ST001-MNBCP629130-v03-1-17mo_MR-SE002-T1w,0.44,0.0
NCBCP151307-v01-1-9mo_2_T1w,0.45,0.0
20170206-ST001-Elison_BSLERP_940808_01_01_MR-SE003-T1w,0.51,1.0
20170613-ST001-Elison_BSLERP_116056_03_01_MR-SE003-T1w_Defaced,0.4,0.0
20151111-ST001-Elison_BSLERP_888211_03_01_MR-SE003-T1w_Defaced,0.53,1.0
BSLERP_231205-20160718_3_T1w_Defaced,0.47,0.0
NCBCP395568-v05-1-21mo-20180925_4_T1w,0.96,1.0
NCBCP911829-v03-1-8mo_3_T1w,0.93,1.0
20170531-ST001-Elison_BSLERP_851956_01_01_MR-SE003-T1w,0.42,0.0
20150422-ST001-Elison_BSLERP_810675_1_1_MR-SE002-T1w,0.62,1.0
BCP-406663-18mo-v1-retry_2_T1w,0.41,0.0
20190918-ST001-MNBCP722612-v03-1-36mo_MR-SE002-T1w,0.5,0.0
20170625-ST001-BCP981854_01_01_MR-SE002-T1w,0.5,0.0
NCBCP950202-v01-1-2mo_3_T1w,0.4,0.0
NCBCP793775-v04-1-9mo_2_T1w,0.44,0.0
NCBCP986700-v01-1-44mo-20161201_10_T1w,0.96,1.0
20151109-ST001-Elison_BSLERP_277762_02_01_MR-SE002-T1w,0.66,1.0
20191120-ST001-MNBCP315519-v01-1-11mo_MR-SE006-T1w,0.43,0.0
BCP-197622-2wk-v1_3_T1w_Defaced,0.47,0.0
20170217-ST002-Elison_BSLERP_752770_01_01_MR-SE003-T1w_Defaced,0.57,1.0
20191029-ST001-MNBCP439584-v04-1-36mo_MR-SE003-T1w,0.43,0.0
20171208-ST001-MNBCP740317-v01-1-2mo_MR-SE003-T1w,0.4,0.0
NCBCP945890-v01-1-60mo_13_T1w,0.94,1.0
859613-BSLERP-20170119_8_T1w,0.45,0.0
20170420-ST001-Elison_BSLERP_878949_01_01_MR-SE012-T1w,0.58,1.0
20150430-ST001-Elison_BSLERP_334324_01_01_MR-SE002-T1w,0.51,1.0
NCBCP505525-v02-1-6mo_2_T1w,0.43,0.0
20180723-ST001-MNBCP629130-v03-1-17mo_MR-SE003-T1w,0.42,0.0
20180811-ST001-MNBCP938316-v03-1-8mo_MR-SE003-T1w,0.97,1.0
NCBCP841279-v03-1-29mo_2_T1w,0.45,0.0
BCP-747701-48mo-v1_3_T1w,0.59,1.0
859613-BSLERP-20170119_7_T1w_Defaced,0.48,0.0
NCBCP788132-v01-1-2mo_2_T1w,0.72,1.0
987008-BSLERP-20160914_3_T1w_Defaced,0.49,0.0
BCP-397725-60mo-v1_16_T1w,0.51,1.0
20180605-ST001-MNBCP277066-v06-1-24mo_MR-SE002-T1w,0.75,1.0
20170309-ST001-Elison_BSLERP_231205_04_01_MR-SE003-T1w,0.45,0.0
BSLERP_277762-20170207_6_T1w,0.45,0.0
MNBCP940808-v06-1-24mo-20181203_2_T1w,0.52,1.0
MNBCP621289-v04-1-15mo-20170804_2_T1w,0.39,0.0
20171215-ST001-MNBCP125632-v06-1-24mo_MR-SE002-T1w,0.44,0.0
NCBCP294064-v02-2-25mo_3_T1w,0.48,0.0
BCP-189896-11mo-v1_3_T1w,0.43,0.0
20180118-ST001-MNBCP993015-v03-2-8mo_MR-SE002-T1w,0.49,0.0
20151022-ST001-Elison_BSLERP_320544_01_01_MR-SE003-T1w,0.5,0.0
20180420-ST001-MNBCP469822-v01-1-19mo_MR-SE002-T1w,0.4,0.0
NCBCP945890-v01-1-60mo_12_T1w,0.92,1.0
BSLERP_334324-20150817_2_T1w,0.72,1.0
NCBCP340476-v07-1-34mo_3_T1w,0.43,0.0
20191114-ST001-MNBCP583494-v05-1-44mo_MR-SE003-T1w,0.42,0.0
BCP-648807-27mo-v3_10_T1w,0.42,0.0
NCBCP197622-v02-1-3mo_6_T1w,0.5,0.0
MNBCP939785-v03-1-9mo-20170719_2_T1w,0.46,0.0
20200118-ST001-MNBCP292029-v04-2-38mo_MR-SE003-T1w,0.46,0.0
NCBCP354404-v05-1-22mo_3_T1w,0.46,0.0
BSLERP_272097-20150316_3_T1w,0.6,1.0
20161121-ST001-Elison_BSLERP_932286_04_02_MR-SE009-T1w_Defaced,0.88,1.0
20141114-ST001-Elison_BSLERP_716498_1_2_MR-SE003-T1w,0.56,1.0
20190109-ST001-MNBCP251549-v01-1-16mo_MR-SE003-T1w,0.55,1.0
20170203-ST001-Elison_BSLERP_621289_05_02_MR-SE002-T1w,0.45,0.0
20160328-ST002-Elison_BSLERP_505499_03_01_MR-SE009-T1w,0.86,1.0
NCBCP868724-v04-1-12mo_3_T1w,0.42,0.0
20150825-ST001-Elison_BSLERP_987008_03_01_MR-SE002-T1w,0.57,1.0
20170806-ST001-BCP469090_3mo_01_MR-SE002-T1w,0.51,1.0
NCBCP960758-v02-1-5mo_3_T1w,0.51,1.0
20180420-ST001-MNBCP469822-v01-1-19mo_MR-SE003-T1w,0.43,0.0
20180429-ST002-MNBCP601017-v02-1-26mo_MR-SE002-T1w,0.9,1.0
20160615-ST001-Elison_BSLERP_850013_04_01_MR-SE002-T1w,0.5,0.0
NCBCP960758-v04-2-12mo_2_T1w,0.44,0.0
20190627-ST001-MNBCP536876-v02-1-22mo_MR-SE002-T1w,0.45,0.0
NCBCP155416-v01-1-20mo_2_T1w,0.46,0.0
20150616-ST001-Elison_BSLERP_760812_01_01_MR-SE003-T1w,0.44,0.0
NCBCP774004-v03-1-36mo-20180925_3_T1w,0.91,1.0
20180809-ST001-MNBCP985303-v01-1-15mo_MR-SE003-T1w,0.46,0.0
NCBCP505525-v03-1-8mo_2_T1w,0.44,0.0
NCBCP960758-v07-1-23mo_3_T1w,0.42,0.0
20180404-ST001-Elison_BSLERP_231205_06_01_MR-SE003-T1w,0.48,0.0
BCP-107008-6mo-vDTI_2_T1w,0.39,0.0
BCP-385434-11mo-v1_4_T1w,0.42,0.0
20181005-ST001-MNBCP706655-v03-1-15mo_MR-SE009-T1w,0.54,1.0
20191022-ST001-MNBCP617942-v04-1-37mo_MR-SE003-T1w,0.37,0.0
20170203-ST001-Elison_BSLERP_621289_05_02_MR-SE002-T1w_Defaced,0.46,0.0
20160615-ST001-Elison_BSLERP_850013_04_01_MR-SE003-T1w,0.58,1.0
BCP-968715-37mo-v1_9_T1w,0.78,1.0
20191007-ST001-MNBCP210587-v05-2-34mo_MR-SE002-T1w,0.44,0.0
20170919-ST001-MNBCP675362-v01-2-18mo_MR-SE003-T1w,0.39,0.0
20170314-ST001-Elison_BSLERP_760812_06_01_MR-SE002-T1w,0.44,0.0
20150106-ST001-Elison_BSLERP_387247_1_1_MR-SE003-T1w_Defaced,0.47,0.0
20160328-ST002-Elison_BSLERP_505499_03_01_MR-SE007-T1w_Defaced,0.95,1.0
20170309-ST001-Elison_BSLERP_231205_04_01_MR-SE002-T1w,0.48,0.0
20161107-ST001-Elison_BSLERP_932286_04_01_MR-SE006-T1w_Defaced,0.44,0.0
20170322-ST001-Elison_BSLERP_801091_04_01_MR-SE002-T1w,0.48,0.0
20180404-ST001-Elison_BSLERP_231205_06_01_MR-SE002-T1w,0.47,0.0
20150310-ST001-Elison_BSLERP_987008_1_1_MR-SE002-T1w,0.89,1.0
NCBCP197622-v03-1-7mo_3_T1w,0.36,0.0
NCBCP418793-v01-1-9mo_3_T1w,0.48,0.0
20190814-ST001-MNBCP907729-v02-1-14mo_MR-SE002-T1w,0.48,0.0
20180909-ST001-MNBCP981664-v05-1-14mo_MR-SE002-T1w,0.51,1.0
NCBCP530066-v03-1-16mo_2_T1w,0.42,0.0
20180713-ST001-MNBCP380510-v01-1-19mo_MR-SE013-T1w,0.48,0.0
20160620-ST001-Elison_BSLERP_786266_02_01_MR-SE003-T1w_Defaced,0.41,0.0
BSLERP_470431-20161111_23_T1w,0.39,0.0
BSLERP_243511-20150415_16_T1w,0.48,0.0
NCBCP266394-v02-1-21mo_2_T1w,0.38,0.0
20150824-ST001-Elison_BSLERP_222881_02_01_MR-SE002-T1w,0.53,1.0
MNBCP863856-v02-1-22mo-20181127_3_T1w,0.45,0.0
NCBCP155416-v01-1-20mo_3_T1w,0.47,0.0
20151026-ST001-Elison_BSLERP_243511_03_02_MR-SE002-T1w,0.52,1.0
20180513-ST001-MNBCP309615-v01-1-2mo_MR-SE002-T1w,0.37,0.0
20171228-ST001-MNBCP684448-v02-1-5mo_MR-SE002-T1w,0.41,0.0
20170106-ST001-Elison_BSLERP_125632_04_01_MR-SE003-T1w_Defaced,0.46,0.0
BCP-157075-17mo-v1_2_T1w,0.41,0.0
NCBCP525955-v04-1-18mo_2_T1w,0.46,0.0
MNBCP987008-v01-1-5mo-20150310_13_T1w,0.4,0.0
20180105-ST001-MNBCP204659-v01-1-10mo_MR-SE003-T1w,0.46,0.0
20170529-ST001-Elison_BSLERP_105040_02_01_MR-SE002-T1w,0.49,0.0
NCBCP145776-v01-1-42mo_11_T1w,0.98,1.0
20180406-ST001-MNBCP176427-v06-1-24mo_MR-SE003-T1w,0.43,0.0
20150519-ST001-Elison_BSLERP_716498_3_1_MR-SE002-T1w,0.44,0.0
NCBCP838881-v01-1-48mo_13_T1w,0.61,1.0
20191117-ST001-MNBCP000195-v03-1-17mo_MR-SE003-T1w,0.46,0.0
NCBCP986700-v02-1-59mo_2_T1w,0.49,0.0
BCP-157075-17mo-v1_11_T1w,0.44,0.0
MNBCP469090-v04-2-18mo-20181116_5_T1w,0.52,1.0
MNBCP887679-v01-1-1mo-20180617_2_T1w,0.51,1.0
20181005-ST001-MNBCP706655-v03-1-15mo_MR-SE007-T1w,0.51,1.0
20190203-ST001-MNBCP439083-v05-1-13mo_MR-SE002-T1w,0.48,0.0
20171218-ST001-MNBCP978698-v04-1-14mo_MR-SE017-T1w,0.74,1.0
20170311-ST001-Elison_BSLERP_755330_04_01_MR-SE003-T1w,0.6,1.0
BCP-157075-17mo-v1_10_T1w,0.46,0.0
BCP-613137-52mo-v1_8_T1w,0.47,0.0
932286-BSLERP-20160210_3_T1w_Defaced,0.38,0.0
BCP-158643-34mo-v2_9_T1w,0.46,0.0
20190830-ST001-MNBCP640680-v02-1-23mo_MR-SE003-T1w,0.45,0.0
932286-BSLERP-20160226_3_T1w_Defaced,0.6,1.0
20160126-ST001-Elison_BSLERP_455675_04_04.2_MR-SE006-T1w,0.36,0.0
BSLERP_662338-20150312_2_T1w_Defaced,0.44,0.0
927564-BSLERP-20160201_3_T1w,0.47,0.0
NCBCP261379-v01-1-53mo-20180503_2_T1w,0.79,1.0
20170123-ST001-Elison_BSLERP_960370_04_02_MR-SE002-T1w_Defaced,0.45,0.0
NCBCP149292-v01-1-47mo_3_T1w,0.86,1.0
BSLERP_425428-20150609_2_T1w,0.41,0.0
20150420-ST001-Elison_BSLERP_387247_2_1_MR-SE003-T1w,0.47,0.0
NCBCP354404-v05-1-22mo_2_T1w,0.42,0.0
BSLERP_716498-20150819_3_T1w,0.6,1.0
NCBCP111521-v04-1-35mo_4_T1w,0.51,1.0
BCP-488291-15mo-v1_3_T1w,0.44,0.0
BCP-294064-16mo-v1-retry_14_T1w,0.5,0.0
20180620-ST001-MNBCP710922-v01-2-1mo_MR-SE015-T1w,0.52,1.0
NCBCP002081-v03-1-6mo_3_T1w,0.53,1.0
20170305-ST001-Elison_BSLERP_794626_06_01_MR-SE002-T1w,0.53,1.0
NCBCP777598-v02-1-25mo_3_T1w,0.53,1.0
MNBCP945323-v01-1-18mo-20181115_2_T1w,0.88,1.0
20160315-ST001-Elison_BSLERP_125632_01_01_MR-SE002-T1w,0.43,0.0
NCBCP537715-v01-1-49mo-20170215_13_T1w,0.56,1.0
20180430-ST001-MNBCP826360-v02-1-23mo_MR-SE003-T1w,0.38,0.0
BCP-197622-2wk-v1_3_T1w,0.46,0.0
